category,skills
Cybersecurity,"security architect, security architect, security architect, security, security, security, security, security, analysis, security controls, security, security, authentication, authorization, intrusion detection, security controls, unix, linux, oracle, database, encryption, cloud, security architecture, risk assessment, security, security, linux, unix, security, cloud, security"
Frontend,"ui, ui, ui, javascript, ui"
Frontend,"ui, ui, ui, ui, javascript, javascript, ui, google, ui, javascript, google"
Frontend,"react, react"
Frontend,"software engineer, html5, javascript, javascript"
Frontend,"software engineer, android, vision software"
Frontend,"bootstrap, ajax, xquery, html5, css3, javascript"
Frontend,"ui, ui, ui, html5, html5, javascript, html5, ui, javascript, javascript"
Frontend,"skype, webpack, database, github"
Frontend,"nodejs, html5, jquery, bootstrap, orm"
Frontend,"javascript, front end, front end, front end, javascript, database, front end, front end, front end, front end"
Frontend,"front end, javascript, html5, css3, ui, ux, react, javascript, html5, css3, ux, react, ux, ux, stage, javascript, html5, css3, ui, ux, react"
Frontend,"frontend, frontend, frontend, frontend"
Frontend,"impact, android, smart, microsoft office"
Frontend,"actionscript, javascript, jquery, javascript object notation json, extensible markup language xml, html5, apache subversion"
Frontend,"ux, ux, ux, ux, ux, ui, adobe photoshop, self, html5, css3, javascript, jquery, jquery, ui, bootstrap, confluence"
Frontend,javascript
Frontend,"full stack, full stack, html5, javascript"
Frontend,"front end, ui, front end, javascript, html5, javascript, html5, impact"
Frontend,"javascript, javascript, javascript, html5"
Frontend,"ui, front end, front end, front end, ui, front end, jquery, react"
Frontend,"javascript, jquery"
Frontend,"front end, front end, front end, ui, react, javascript, javascript, ajax, javascript, javascript, react, javascript, webpack, apache tomcat"
Frontend,"front end, front end, ui, ui, javascript, jquery, ux, ui, ui, ux"
Frontend,"ux, ux, ux, javascript, react"
